销售日期,单品名称,分类名称,单品销量(天)
2022-03-24,白玉菇(袋),食用菌,4.0
2022-03-24,竹叶菜,花叶类,1.024
2022-03-24,竹叶菜(份),花叶类,3.0
2022-03-24,紫茄子,茄类,12.668000000000001
2022-03-24,红尖椒,辣椒类,0.962
2022-03-24,红尖椒(份),辣椒类,1.0
2022-03-24,红杭椒(份),辣椒类,2.0
2022-03-24,红椒,辣椒类,2.602
2022-03-24,红薯尖,花叶类,4.198
2022-03-24,芜湖青椒,辣椒类,14.373
2022-03-24,苋菜,花叶类,4.609
2022-03-24,菜心(份),花叶类,1.0
2022-03-24,菠菜,花叶类,3.02
2022-03-24,菠菜(份),花叶类,7.0
2022-03-24,萝卜叶,花叶类,1.796
2022-03-24,蔡甸藜蒿,花叶类,4.574
2022-03-24,螺丝椒,辣椒类,7.021
2022-03-24,蟹味菇,食用菌,1.0
2022-03-24,西兰花,花菜类,7.711
2022-03-24,西峡花菇,食用菌,6.818
2022-03-24,豌豆尖,花叶类,0.141
2022-03-24,金针菇(袋),食用菌,2.0
2022-03-24,长线茄,茄类,2.0
2022-03-24,青尖椒(份),辣椒类,4.0
2022-03-24,青杭椒(份),辣椒类,1.0
2022-03-24,青线椒,辣椒类,0.421
2022-03-24,青茄子,茄类,0.444
2022-03-24,面条菜,花叶类,0.201
2022-03-24,马齿苋,花叶类,0.929
2022-03-24,鱼腥草,花叶类,0.159
2022-03-24,黄白菜,花叶类,5.872
2022-03-25,上海青,花叶类,7.451
2022-03-25,上海青(份),花叶类,11.0
2022-03-25,东门口小白菜,花叶类,1.537
2022-03-25,云南油麦菜,花叶类,1.645
2022-03-25,云南油麦菜(份),花叶类,26.0
2022-03-25,云南生菜,花叶类,0.314
2022-03-25,云南生菜(份),花叶类,29.0
2022-03-25,净藕,水生根茎类,30.63
2022-03-25,四川红香椿,花叶类,5.085
2022-03-25,外地茼蒿,花叶类,0.544
2022-03-25,奶白菜,花叶类,4.537
2022-03-25,姜蒜小米椒组合装(小份),辣椒类,2.0
2022-03-25,姬菇,食用菌,0.656
2022-03-25,小白菜,花叶类,2.628
2022-03-25,小皱皮(份),辣椒类,8.0
2022-03-25,小米椒(份),辣椒类,18.0
2022-03-25,小青菜,花叶类,5.545
2022-03-25,春菜,花叶类,1.527
2022-03-25,水果辣椒(份),辣椒类,3.0
2022-03-25,洪湖莲藕(粉藕),水生根茎类,11.0
2022-03-25,海鲜菇,食用菌,1.441
2022-03-25,海鲜菇(袋),食用菌,12.0
2022-03-25,灯笼椒,辣椒类,0.389
2022-03-25,白玉菇(袋),食用菌,3.0
2022-03-25,竹叶菜,花叶类,2.8369999999999997
2022-03-25,紫茄子,茄类,10.848
2022-03-25,红尖椒,辣椒类,0.442
2022-03-25,红尖椒(份),辣椒类,3.0
2022-03-25,红杭椒(份),辣椒类,4.0
2022-03-25,红椒,辣椒类,0.717
2022-03-25,红灯笼椒,辣椒类,0.5
2022-03-25,红薯尖,花叶类,2.813
2022-03-25,芜湖青椒,辣椒类,20.357
2022-03-25,苋菜,花叶类,5.894
2022-03-25,菜心(份),花叶类,8.0
2022-03-25,菠菜,花叶类,2.047
2022-03-25,菠菜(份),花叶类,6.0
2022-03-25,萝卜叶,花叶类,1.35
2022-03-25,蔡甸藜蒿,花叶类,4.157
2022-03-25,螺丝椒,辣椒类,9.386000000000001
2022-03-25,蟹味菇,食用菌,2.0
2022-03-25,西兰花,花菜类,13.882
2022-03-25,西峡花菇,食用菌,5.974
2022-03-25,豌豆尖,花叶类,1.0110000000000001
2022-03-25,金针菇(袋),食用菌,18.0
2022-03-25,长线茄,茄类,4.288
2022-03-25,青尖椒(份),辣椒类,4.0
2022-03-25,青梗散花,花菜类,0.646
2022-03-25,青线椒,辣椒类,0.596
2022-03-25,青茄子,茄类,1.992
2022-03-25,面条菜,花叶类,0.41000000000000003
2022-03-25,马兰头,花叶类,0.121
2022-03-25,高瓜,水生根茎类,1.591
2022-03-25,鲜木耳,食用菌,0.315
2022-03-25,黄白菜,花叶类,1.04
2022-03-26,上海青,花叶类,4.6
2022-03-26,上海青(份),花叶类,8.0
2022-03-26,东门口小白菜,花叶类,4.842
2022-03-26,云南油麦菜,花叶类,8.509
2022-03-26,云南生菜,花叶类,17.137
2022-03-26,云南生菜(份),花叶类,1.0
2022-03-26,净藕,水生根茎类,33.381
2022-03-26,四川红香椿,花叶类,12.463000000000001
2022-03-26,外地茼蒿,花叶类,3.0069999999999997
2022-03-26,奶白菜,花叶类,16.008
2022-03-26,姜蒜小米椒组合装(小份),辣椒类,4.0
2022-03-26,姬菇,食用菌,1.349
2022-03-26,小白菜,花叶类,2.758
2022-03-26,小皱皮(份),辣椒类,7.0
2022-03-26,小米椒(份),辣椒类,15.0
2022-03-26,小青菜,花叶类,10.686
2022-03-26,春菜,花叶类,1.7269999999999999
2022-03-26,水果辣椒(份),辣椒类,6.0
2022-03-26,洪湖莲藕(粉藕),水生根茎类,9.0
2022-03-26,海鲜菇,食用菌,1.103
2022-03-26,海鲜菇(袋),食用菌,11.0
2022-03-26,竹叶菜,花叶类,1.935
2022-03-26,紫苏(份),花叶类,1.0
2022-03-26,紫茄子,茄类,20.892
2022-03-26,红尖椒,辣椒类,0.489
2022-03-26,红杭椒(份),辣椒类,7.0
2022-03-26,红椒,辣椒类,2.558
2022-03-26,红灯笼椒,辣椒类,1.121
2022-03-26,红薯尖,花叶类,5.3950000000000005
2022-03-26,芜湖青椒,辣椒类,32.046
2022-03-26,苋菜,花叶类,16.997
2022-03-26,菜心(份),花叶类,4.0
2022-03-26,菠菜,花叶类,1.8279999999999998
2022-03-26,菠菜(份),花叶类,10.0
2022-03-26,萝卜叶,花叶类,2.731
2022-03-26,蔡甸藜蒿,花叶类,14.156
2022-03-26,螺丝椒,辣椒类,13.275
2022-03-26,西兰花,花菜类,16.707
2022-03-26,西峡花菇,食用菌,18.283
2022-03-26,豌豆尖,花叶类,0.723
2022-03-26,金针菇(袋),食用菌,10.0
2022-03-26,长线茄,茄类,2.394
2022-03-26,青杭椒(份),辣椒类,5.0
2022-03-26,青线椒,辣椒类,1.065
2022-03-26,面条菜,花叶类,0.5940000000000001
2022-03-26,高瓜,水生根茎类,0.846
2022-03-26,鲜木耳,食用菌,1.448
2022-03-26,黄白菜,花叶类,2.433
2022-03-27,七彩椒,辣椒类,0.551
2022-03-27,上海青,花叶类,2.169
2022-03-27,上海青(份),花叶类,5.0
2022-03-27,云南油麦菜,花叶类,7.636
2022-03-27,云南油麦菜(份),花叶类,5.0
2022-03-27,云南生菜,花叶类,14.462
2022-03-27,云南生菜(份),花叶类,14.0
2022-03-27,净藕,水生根茎类,33.214
2022-03-27,四川红香椿,花叶类,8.834
2022-03-27,外地茼蒿,花叶类,1.831
2022-03-27,奶白菜,花叶类,23.478
2022-03-27,姜蒜小米椒组合装(小份),辣椒类,2.0
2022-03-27,姬菇,食用菌,0.6619999999999999
2022-03-27,小白菜,花叶类,2.007
2022-03-27,小皱皮(份),辣椒类,5.0
2022-03-27,小米椒(份),辣椒类,13.0
2022-03-27,小青菜,花叶类,9.015
2022-03-27,春菜,花叶类,1.124
2022-03-27,水果辣椒(份),辣椒类,4.0
2022-03-27,洪湖莲藕(粉藕),水生根茎类,8.0
2022-03-27,海鲜菇,食用菌,1.308
2022-03-27,海鲜菇(袋),食用菌,2.0
2022-03-27,灯笼椒,辣椒类,0.329
2022-03-27,白玉菇(袋),食用菌,7.0
2022-03-27,竹叶菜(份),花叶类,9.0
2022-03-27,紫苏(份),花叶类,1.0
2022-03-27,紫茄子,茄类,21.248
2022-03-27,红尖椒,辣椒类,1.044
2022-03-27,红尖椒(份),辣椒类,1.0
2022-03-27,红杭椒(份),辣椒类,5.0
2022-03-27,红椒,辣椒类,3.605
2022-03-27,红灯笼椒,辣椒类,0.47
2022-03-27,红薯尖,花叶类,1.937
2022-03-27,芜湖青椒,辣椒类,33.97
2022-03-27,苋菜,花叶类,9.147
2022-03-27,菜心,花叶类,3.515
2022-03-27,菜心(份),花叶类,3.0
2022-03-27,菠菜,花叶类,2.804
2022-03-27,萝卜叶,花叶类,0.431
2022-03-27,蒲公英,花叶类,0.111
2022-03-27,蔡甸藜蒿,花叶类,9.416
2022-03-27,螺丝椒,辣椒类,7.869
2022-03-27,蟹味菇,食用菌,3.0
2022-03-27,西兰花,花菜类,11.68
2022-03-27,西峡花菇,食用菌,7.091
2022-03-27,金针菇(袋),食用菌,2.0
2022-03-27,长线茄,茄类,3.229
2022-03-27,青尖椒(份),辣椒类,4.0
2022-03-27,青杭椒(份),辣椒类,5.0
2022-03-27,青线椒,辣椒类,2.445
2022-03-27,青茄子,茄类,2.5
2022-03-27,马齿苋,花叶类,0.46
2022-03-27,鱼腥草,花叶类,1.029
2022-03-27,鲜木耳,食用菌,1.017
2022-03-27,黄白菜,花叶类,4.245
2022-03-28,上海青,花叶类,2.5149999999999997
2022-03-28,上海青(份),花叶类,7.0
2022-03-28,东门口小白菜,花叶类,4.006
2022-03-28,云南油麦菜,花叶类,0.8899999999999999
2022-03-28,云南油麦菜(份),花叶类,11.0
2022-03-28,云南生菜,花叶类,2.3360000000000003
2022-03-28,云南生菜(份),花叶类,19.0
2022-03-28,净藕,水生根茎类,10.778
2022-03-28,四川红香椿,花叶类,1.665
2022-03-28,外地茼蒿,花叶类,0.562
2022-03-28,奶白菜,花叶类,2.786
2022-03-28,小白菜,花叶类,0.616
2022-03-28,小皱皮(份),辣椒类,8.0
2022-03-28,小米椒,辣椒类,0.045
2022-03-28,小米椒(份),辣椒类,9.0
2022-03-28,小青菜,花叶类,4.211
2022-03-28,水果辣椒(份),辣椒类,5.0
2022-03-28,洪湖莲藕(粉藕),水生根茎类,7.0
2022-03-28,海鲜菇,食用菌,0.213
2022-03-28,海鲜菇(袋),食用菌,2.0
2022-03-28,灯笼椒,辣椒类,0.6759999999999999
2022-03-28,白玉菇(袋),食用菌,3.0
2022-03-28,竹叶菜,花叶类,1.655
2022-03-28,紫茄子,茄类,12.276
2022-03-28,红尖椒,辣椒类,0.547
2022-03-28,红尖椒(份),辣椒类,3.0
2022-03-28,红杭椒(份),辣椒类,5.0
2022-03-28,红椒,辣椒类,1.321
2022-03-28,红薯尖(份),花叶类,5.0
2022-03-28,芜湖青椒,辣椒类,15.221
2022-03-28,苋菜,花叶类,6.432
2022-03-28,菜心,花叶类,2.682
2022-03-28,菠菜(份),花叶类,6.0
2022-03-28,蔡甸藜蒿,花叶类,0.46
2022-03-28,蔡甸藜蒿(份),花叶类,3.0
2022-03-28,螺丝椒,辣椒类,4.5920000000000005
2022-03-28,西兰花,花菜类,2.089
2022-03-28,西峡花菇,食用菌,6.065
2022-03-28,金针菇(袋),食用菌,9.0
2022-03-28,长线茄,茄类,2.082
2022-03-28,青尖椒(份),辣椒类,3.0
2022-03-28,青杭椒(份),辣椒类,4.0
2022-03-28,青线椒,辣椒类,0.758
2022-03-28,青线椒(份),辣椒类,4.0
2022-03-28,青茄子,茄类,1.6400000000000001
2022-03-28,马兰头,花叶类,0.20800000000000002
2022-03-28,高瓜,水生根茎类,1.999
2022-03-28,鲜木耳,食用菌,0.9600000000000001
2022-03-28,黄白菜,花叶类,3.826
2022-03-29,上海青,花叶类,2.601
2022-03-29,上海青(份),花叶类,3.0
2022-03-29,东门口小白菜,花叶类,3.944
2022-03-29,云南油麦菜,花叶类,2.77
2022-03-29,云南生菜,花叶类,8.729
2022-03-29,云南生菜(份),花叶类,3.0
2022-03-29,净藕,水生根茎类,15.065
2022-03-29,四川红香椿,花叶类,1.345
2022-03-29,奶白菜,花叶类,5.268
2022-03-29,姜蒜小米椒组合装(小份),辣椒类,2.0
2022-03-29,姬菇,食用菌,0.8740000000000001
2022-03-29,小白菜,花叶类,0.6659999999999999
2022-03-29,小皱皮(份),辣椒类,7.0
2022-03-29,小米椒(份),辣椒类,4.0
2022-03-29,小青菜,花叶类,7.452
2022-03-29,春菜,花叶类,1.963
2022-03-29,水果辣椒(份),辣椒类,2.0
2022-03-29,洪湖莲藕(粉藕),水生根茎类,3.0
2022-03-29,海鲜菇,食用菌,0.501
2022-03-29,海鲜菇(袋),食用菌,4.0
2022-03-29,灯笼椒,辣椒类,0.31
2022-03-29,白玉菇(袋),食用菌,1.0
2022-03-29,竹叶菜,花叶类,1.966
2022-03-29,竹叶菜(份),花叶类,5.0
2022-03-29,紫苏(份),花叶类,1.0
2022-03-29,紫茄子,茄类,10.476
2022-03-29,红尖椒(份),辣椒类,3.0
2022-03-29,红杭椒(份),辣椒类,4.0
2022-03-29,红椒,辣椒类,0.531
2022-03-29,芜湖青椒,辣椒类,20.785
2022-03-29,苋菜,花叶类,9.063
2022-03-29,菜心,花叶类,3.333
2022-03-29,菠菜,花叶类,1.043
2022-03-29,菠菜(份),花叶类,8.0
2022-03-29,蔡甸藜蒿,花叶类,3.22
2022-03-29,螺丝椒,辣椒类,5.378
2022-03-29,螺丝椒(份),辣椒类,1.0
2022-03-29,蟹味菇,食用菌,2.0
2022-03-29,西峡花菇,食用菌,7.906
2022-03-29,金针菇(袋),食用菌,10.0
2022-03-29,长线茄,茄类,2.257
2022-03-29,青尖椒(份),辣椒类,8.0
2022-03-29,青杭椒(份),辣椒类,5.0
2022-03-29,青线椒(份),辣椒类,2.0
2022-03-29,青茄子,茄类,0.451
2022-03-29,马兰头,花叶类,0.135
2022-03-29,马齿苋,花叶类,0.278
2022-03-29,高瓜,水生根茎类,0.476
2022-03-29,鱼腥草,花叶类,0.251
2022-03-29,鲜木耳,食用菌,0.702
2022-03-29,黄白菜,花叶类,1.259
2022-03-30,七彩椒,辣椒类,0.479
2022-03-30,上海青,花叶类,2.946
2022-03-30,上海青(份),花叶类,4.0
2022-03-30,东门口小白菜,花叶类,5.452
2022-03-30,云南油麦菜,花叶类,5.32
2022-03-30,云南油麦菜(份),花叶类,4.0
2022-03-30,云南生菜,花叶类,6.833
2022-03-30,净藕,水生根茎类,23.769000000000002
2022-03-30,外地茼蒿,花叶类,1.8980000000000001
2022-03-30,奶白菜,花叶类,8.971
2022-03-30,姜蒜小米椒组合装(小份),辣椒类,4.0
2022-03-30,姬菇,食用菌,0.838
2022-03-30,小白菜,花叶类,0.365
2022-03-30,小皱皮(份),辣椒类,1.0
2022-03-30,小米椒(份),辣椒类,15.0
2022-03-30,小青菜,花叶类,3.575
2022-03-30,水果辣椒(份),辣椒类,1.0
2022-03-30,洪湖莲藕(粉藕),水生根茎类,3.0
2022-03-30,海鲜菇,食用菌,0.445
2022-03-30,海鲜菇(袋),食用菌,4.0
2022-03-30,灯笼椒,辣椒类,0.343
2022-03-30,白玉菇(袋),食用菌,1.0
2022-03-30,竹叶菜,花叶类,1.075
2022-03-30,竹叶菜(份),花叶类,2.0
2022-03-30,紫苏(份),花叶类,1.0
2022-03-30,紫茄子,茄类,12.25
2022-03-30,红杭椒(份),辣椒类,3.0
2022-03-30,红椒,辣椒类,0.522
2022-03-30,红薯尖,花叶类,3.503
2022-03-30,芜湖青椒,辣椒类,25.229
2022-03-30,苋菜,花叶类,14.953
2022-03-30,菜心,花叶类,0.889
2022-03-30,菠菜,花叶类,3.0789999999999997
2022-03-30,菠菜(份),花叶类,8.0
2022-03-30,萝卜叶,花叶类,2.155
2022-03-30,蔡甸藜蒿,花叶类,2.817
2022-03-30,螺丝椒,辣椒类,5.105
2022-03-30,螺丝椒(份),辣椒类,2.0
2022-03-30,西兰花,花菜类,30.3
2022-03-30,西峡花菇,食用菌,8.945
2022-03-30,金针菇(袋),食用菌,7.0
2022-03-30,长线茄,茄类,4.708
2022-03-30,青尖椒(份),辣椒类,5.0
2022-03-30,青杭椒(份),辣椒类,5.0
2022-03-30,青线椒,辣椒类,1.043
2022-03-30,青线椒(份),辣椒类,1.0
2022-03-30,青茄子,茄类,0.265
2022-03-30,马齿苋,花叶类,0.479
2022-03-30,高瓜,水生根茎类,0.62
2022-03-30,鱼腥草,花叶类,0.301
2022-03-30,鲜木耳,食用菌,0.222
2022-03-30,黄白菜,花叶类,2.584
2022-03-31,上海青,花叶类,5.173
2022-03-31,上海青(份),花叶类,7.0
2022-03-31,东门口小白菜,花叶类,2.198
2022-03-31,云南油麦菜,花叶类,3.431
2022-03-31,云南油麦菜(份),花叶类,8.0
2022-03-31,云南生菜,花叶类,4.978
2022-03-31,云南生菜(份),花叶类,6.0
2022-03-31,净藕,水生根茎类,18.934
2022-03-31,四川红香椿,花叶类,2.458
2022-03-31,外地茼蒿,花叶类,2.349
2022-03-31,奶白菜,花叶类,2.298
2022-03-31,姜蒜小米椒组合装(小份),辣椒类,2.0
2022-03-31,娃娃菜,花叶类,1.0
2022-03-31,小白菜,花叶类,0.602
2022-03-31,小皱皮(份),辣椒类,6.0
2022-03-31,小米椒(份),辣椒类,4.0
2022-03-31,小青菜,花叶类,2.8689999999999998
2022-03-31,春菜,花叶类,0.402
2022-03-31,水果辣椒(份),辣椒类,5.0
2022-03-31,洪湖莲藕(粉藕),水生根茎类,11.0
2022-03-31,海鲜菇,食用菌,0.188
2022-03-31,海鲜菇(袋),食用菌,4.0
2022-03-31,灯笼椒,辣椒类,0.444
2022-03-31,白玉菇(袋),食用菌,4.0
2022-03-31,竹叶菜,花叶类,0.7130000000000001
2022-03-31,紫茄子,茄类,5.797
2022-03-31,红尖椒,辣椒类,0.391
2022-03-31,红杭椒(份),辣椒类,1.0
2022-03-31,红椒,辣椒类,1.8010000000000002
2022-03-31,红灯笼椒,辣椒类,0.601
2022-03-31,红薯尖,花叶类,0.694
2022-03-31,红薯尖(份),花叶类,3.0
2022-03-31,芜湖青椒,辣椒类,17.442
2022-03-31,苋菜,花叶类,18.894
2022-03-31,菜心(份),花叶类,3.0
2022-03-31,菠菜,花叶类,1.332
2022-03-31,菠菜(份),花叶类,10.0
2022-03-31,萝卜叶,花叶类,0.331
2022-03-31,蔡甸藜蒿,花叶类,0.435
2022-03-31,蔡甸藜蒿(份),花叶类,2.0
2022-03-31,螺丝椒,辣椒类,6.241
2022-03-31,西兰花,花菜类,25.097
2022-03-31,西峡花菇,食用菌,7.421
2022-03-31,金针菇(袋),食用菌,10.0
2022-03-31,长线茄,茄类,2.5869999999999997
2022-03-31,青杭椒(份),辣椒类,8.0
2022-03-31,青线椒(份),辣椒类,2.0
2022-03-31,青茄子,茄类,1.761
2022-03-31,马齿苋,花叶类,0.679
2022-03-31,高瓜,水生根茎类,1.059
2022-03-31,鱼腥草,花叶类,0.251
2022-03-31,鲜木耳,食用菌,0.594
2022-03-31,黄白菜,花叶类,2.5
2022-04-01,上海青,花叶类,3.162
2022-04-01,上海青(份),花叶类,6.0
2022-04-01,东门口小白菜,花叶类,3.003
2022-04-01,云南油麦菜,花叶类,8.607
2022-04-01,云南油麦菜(份),花叶类,11.0
2022-04-01,云南生菜,花叶类,12.458
2022-04-01,云南生菜(份),花叶类,12.0
2022-04-01,净藕,水生根茎类,19.437
2022-04-01,四川红香椿,花叶类,2.63
2022-04-01,外地茼蒿,花叶类,1.196
2022-04-01,奶白菜,花叶类,9.456
2022-04-01,姬菇,食用菌,0.516
2022-04-01,小皱皮(份),辣椒类,6.0
2022-04-01,小米椒(份),辣椒类,12.0
2022-04-01,小青菜,花叶类,12.786
2022-04-01,水果辣椒(份),辣椒类,6.0
2022-04-01,洪湖莲藕(粉藕),水生根茎类,6.0
2022-04-01,海鲜菇,食用菌,1.04
2022-04-01,海鲜菇(袋),食用菌,4.0
2022-04-01,白玉菇(袋),食用菌,1.0
2022-04-01,竹叶菜(份),花叶类,5.0
2022-04-01,紫苏(份),花叶类,1.0
2022-04-01,紫茄子,茄类,13.864
2022-04-01,红尖椒,辣椒类,1.375
2022-04-01,红尖椒(份),辣椒类,6.0
2022-04-01,红杭椒(份),辣椒类,3.0
2022-04-01,红椒,辣椒类,0.33
2022-04-01,红薯尖,花叶类,0.368
2022-04-01,红薯尖(份),花叶类,4.0
2022-04-01,芜湖青椒,辣椒类,19.981
2022-04-01,苋菜,花叶类,11.277
2022-04-01,菜心(份),花叶类,3.0
2022-04-01,菠菜,花叶类,5.805
2022-04-01,菠菜(份),花叶类,11.0
2022-04-01,萝卜叶,花叶类,1.4949999999999999
2022-04-01,蔡甸藜蒿,花叶类,1.455
2022-04-01,螺丝椒,辣椒类,7.7010000000000005
2022-04-01,螺丝椒(份),辣椒类,1.0
2022-04-01,西兰花,花菜类,25.701
2022-04-01,西峡花菇,食用菌,9.349
2022-04-01,金针菇(袋),食用菌,3.0
2022-04-01,长线茄,茄类,2.833
2022-04-01,青尖椒(份),辣椒类,8.0
2022-04-01,青杭椒(份),辣椒类,3.0
2022-04-01,青线椒,辣椒类,0.093
2022-04-01,青线椒(份),辣椒类,6.0
2022-04-01,鱼腥草,花叶类,0.46
2022-04-01,鲜木耳,食用菌,1.01
2022-04-01,黄白菜,花叶类,3.104
2022-04-02,七彩椒,辣椒类,0.387
2022-04-02,上海青,花叶类,7.1129999999999995
2022-04-02,上海青(份),花叶类,8.0
2022-04-02,东门口小白菜,花叶类,2.713
2022-04-02,云南油麦菜,花叶类,8.549
2022-04-02,云南油麦菜(份),花叶类,12.0
2022-04-02,云南生菜,花叶类,9.308
2022-04-02,云南生菜(份),花叶类,12.0
2022-04-02,净藕,水生根茎类,26.198
2022-04-02,四川红香椿,花叶类,2.028
2022-04-02,外地茼蒿,花叶类,0.874
2022-04-02,奶白菜,花叶类,8.392
2022-04-02,姜蒜小米椒组合装(小份),辣椒类,6.0
2022-04-02,姬菇,食用菌,0.258
2022-04-02,娃娃菜,花叶类,3.0
2022-04-02,小白菜,花叶类,2.186
2022-04-02,小皱皮(份),辣椒类,1.0
2022-04-02,小米椒(份),辣椒类,10.0
2022-04-02,小青菜,花叶类,8.006
2022-04-02,水果辣椒(份),辣椒类,3.0
2022-04-02,洪湖莲藕(粉藕),水生根茎类,7.0
2022-04-02,海鲜菇,食用菌,1.004
2022-04-02,海鲜菇(袋),食用菌,4.0
2022-04-02,竹叶菜,花叶类,2.455
2022-04-02,竹叶菜(份),花叶类,5.0
2022-04-02,紫茄子,茄类,14.076
2022-04-02,红尖椒(份),辣椒类,1.0
2022-04-02,红杭椒(份),辣椒类,6.0
2022-04-02,红椒,辣椒类,1.968
2022-04-02,红薯尖(份),花叶类,2.0
2022-04-02,芜湖青椒,辣椒类,20.328
2022-04-02,苋菜,花叶类,11.429
2022-04-02,菜心(份),花叶类,4.0
2022-04-02,菠菜,花叶类,5.252
2022-04-02,菠菜(份),花叶类,6.0
2022-04-02,萝卜叶,花叶类,1.192
2022-04-02,蒲公英,花叶类,0.095
2022-04-02,蔡甸藜蒿,花叶类,2.141
2022-04-02,蔡甸藜蒿(份),花叶类,4.0
2022-04-02,螺丝椒,辣椒类,3.973
2022-04-02,螺丝椒(份),辣椒类,1.0
2022-04-02,西兰花,花菜类,26.163
2022-04-02,西峡花菇,食用菌,7.805
2022-04-02,金针菇(袋),食用菌,15.0
2022-04-02,长线茄,茄类,2.661
2022-04-02,青尖椒(份),辣椒类,6.0
2022-04-02,青杭椒(份),辣椒类,4.0
2022-04-02,青线椒,辣椒类,1.693
2022-04-02,青线椒(份),辣椒类,5.0
2022-04-02,青茄子,茄类,1.279
2022-04-02,马齿苋,花叶类,0.574
2022-04-02,高瓜,水生根茎类,1.254
2022-04-02,鱼腥草,花叶类,1.538
2022-04-02,鲜木耳,食用菌,1.963
2022-04-02,黄白菜,花叶类,3.323
2022-04-03,七彩椒,辣椒类,0.491
2022-04-03,上海青,花叶类,3.781
2022-04-03,上海青(份),花叶类,5.0
2022-04-03,东门口小白菜,花叶类,2.801
2022-04-03,丝瓜尖,花叶类,0.379
2022-04-03,云南油麦菜,花叶类,1.359
2022-04-03,云南油麦菜(份),花叶类,12.0
2022-04-03,云南生菜(份),花叶类,12.0
2022-04-03,净藕,水生根茎类,38.731
2022-04-03,四川红香椿,花叶类,1.172
2022-04-03,外地茼蒿,花叶类,2.582
2022-04-03,奶白菜,花叶类,9.298
2022-04-03,小白菜,花叶类,0.294
2022-04-03,小皱皮(份),辣椒类,2.0
2022-04-03,小米椒(份),辣椒类,16.0
2022-04-03,小青菜,花叶类,8.541
2022-04-03,水果辣椒(份),辣椒类,7.0
2022-04-03,海鲜菇(袋),食用菌,13.0
2022-04-03,竹叶菜,花叶类,2.194
2022-04-03,竹叶菜(份),花叶类,3.0
2022-04-03,紫茄子,茄类,19.701
2022-04-03,红尖椒,辣椒类,1.042
2022-04-03,红杭椒(份),辣椒类,6.0
2022-04-03,红椒,辣椒类,2.319
2022-04-03,红灯笼椒,辣椒类,0.455
2022-04-03,红薯尖(份),花叶类,1.0
2022-04-03,芜湖青椒,辣椒类,27.268
2022-04-03,苋菜,花叶类,9.748
2022-04-03,菜心(份),花叶类,3.0
2022-04-03,菠菜,花叶类,6.757
2022-04-03,菠菜(份),花叶类,9.0
2022-04-03,萝卜叶,花叶类,0.877
2022-04-03,蔡甸藜蒿,花叶类,7.367
2022-04-03,蔡甸藜蒿(份),花叶类,4.0
2022-04-03,螺丝椒,辣椒类,3.3169999999999997
2022-04-03,螺丝椒(份),辣椒类,5.0
2022-04-03,西兰花,花菜类,16.438
2022-04-03,西峡花菇,食用菌,2.6189999999999998
2022-04-03,西峡香菇,食用菌,6.753
2022-04-03,金针菇(袋),食用菌,24.0
2022-04-03,长线茄,茄类,3.528
2022-04-03,青尖椒(份),辣椒类,7.0
2022-04-03,青杭椒(份),辣椒类,13.0
2022-04-03,青线椒,辣椒类,0.239
2022-04-03,青线椒(份),辣椒类,5.0
2022-04-03,青茄子,茄类,0.658
2022-04-03,面条菜,花叶类,0.184
2022-04-03,马齿苋,花叶类,1.3599999999999999
2022-04-03,高瓜,水生根茎类,4.267
2022-04-03,鱼腥草,花叶类,1.797
2022-04-03,鲜木耳,食用菌,0.394
2022-04-03,黄白菜,花叶类,2.0469999999999997
2022-04-04,七彩椒,辣椒类,0.539
2022-04-04,上海青,花叶类,3.417
2022-04-04,上海青(份),花叶类,5.0
2022-04-04,东门口小白菜,花叶类,8.948
2022-04-04,云南油麦菜,花叶类,3.272
2022-04-04,云南油麦菜(份),花叶类,12.0
2022-04-04,云南生菜,花叶类,15.195
2022-04-04,云南生菜(份),花叶类,12.0
2022-04-04,净藕,水生根茎类,31.759
2022-04-04,四川红香椿,花叶类,1.346
2022-04-04,外地茼蒿,花叶类,4.57
2022-04-04,奶白菜,花叶类,8.16
2022-04-04,小白菜,花叶类,0.5309999999999999
2022-04-04,小米椒(份),辣椒类,23.0
2022-04-04,小青菜,花叶类,8.959
2022-04-04,春菜,花叶类,0.647
2022-04-04,水果辣椒(份),辣椒类,3.0
2022-04-04,海鲜菇,食用菌,1.009
2022-04-04,海鲜菇(袋),食用菌,18.0
2022-04-04,白玉菇(袋),食用菌,8.0
2022-04-04,竹叶菜,花叶类,3.0949999999999998
2022-04-04,竹叶菜(份),花叶类,5.0
2022-04-04,紫茄子,茄类,16.617
2022-04-04,红尖椒(份),辣椒类,2.0
2022-04-04,红杭椒(份),辣椒类,3.0
2022-04-04,红椒,辣椒类,2.051
2022-04-04,红灯笼椒,辣椒类,0.52
2022-04-04,芜湖青椒,辣椒类,41.33
2022-04-04,苋菜,花叶类,17.001
2022-04-04,菜心(份),花叶类,5.0
2022-04-04,菠菜,花叶类,7.952
2022-04-04,菠菜(份),花叶类,10.0
2022-04-04,蔡甸藜蒿,花叶类,5.5520000000000005
2022-04-04,螺丝椒,辣椒类,5.929
2022-04-04,螺丝椒(份),辣椒类,2.0
2022-04-04,西兰花,花菜类,22.224
2022-04-04,西峡花菇,食用菌,13.056000000000001
2022-04-04,长线茄,茄类,6.3629999999999995
2022-04-04,青尖椒(份),辣椒类,7.0
2022-04-04,青杭椒(份),辣椒类,4.0
