product1,product2,样本数,相关系数,p值,显著性,关系类型,簇
冰草(盒),青线椒,0,,,No,无显著关联,1
冰草(盒),青菜苔,0,,,No,无显著关联,1
冰草(盒),马兰头,0,,,No,无显著关联,1
冰草(盒),马齿苋,3,,,No,无显著关联,1
冰草(盒),鱼腥草,0,,,No,无显著关联,1
冰草(盒),鲜木耳,0,,,No,无显著关联,1
冰草(盒),鲜粽叶,0,,,No,无显著关联,1
冰草(盒),鲜粽叶(袋),1,,,No,无显著关联,1
冰草(盒),鲜粽子叶,0,,,No,无显著关联,1
冰草(盒),鲜藕带(袋),0,,,No,无显著关联,1
冰草(盒),鸡枞菌,0,,,No,无显著关联,1
冰草(盒),鹿茸菇(盒),1,,,No,无显著关联,1
冰草(盒),黄花菜,0,,,No,无显著关联,1
冰草(盒),黑油菜,1,,,No,无显著关联,1
冰草(盒),黑牛肝菌,0,,,No,无显著关联,1
冰草(盒),黑牛肝菌(盒),0,,,No,无显著关联,1
冰草(盒),黑皮鸡枞菌,0,,,No,无显著关联,1
冰草(盒),黑皮鸡枞菌(盒),0,,,No,无显著关联,1
冰草(盒),龙牙菜,0,,,No,无显著关联,1
南瓜尖,双孢菇(份),0,,,No,无显著关联,1
南瓜尖,双沟白菜,0,,,No,无显著关联,1
南瓜尖,和丰阳光海鲜菇(包),0,,,No,无显著关联,1
南瓜尖,四川红香椿,0,,,No,无显著关联,1
南瓜尖,圆茄子,2,,,No,无显著关联,1
南瓜尖,外地茼蒿(份),0,,,No,无显著关联,1
南瓜尖,大白菜秧,0,,,No,无显著关联,1
南瓜尖,大芥兰,0,,,No,无显著关联,1
南瓜尖,大龙茄子,0,,,No,无显著关联,1
南瓜尖,奶白菜苗,0,,,No,无显著关联,1
南瓜尖,姜蒜小米椒组合装(小份),0,,,No,无显著关联,1
南瓜尖,姬菇(份),0,,,No,无显著关联,1
南瓜尖,姬菇(包),1,,,No,无显著关联,1
南瓜尖,小白菜(份),0,,,No,无显著关联,1
南瓜尖,小皱皮,0,,,No,无显著关联,1
南瓜尖,小青菜,0,,,No,无显著关联,1
南瓜尖,小青菜(份),0,,,No,无显著关联,1
南瓜尖,平菇,0,,,No,无显著关联,1
南瓜尖,快菜,0,,,No,无显著关联,1
南瓜尖,春菜,0,,,No,无显著关联,1
南瓜尖,木耳菜(份),0,,,No,无显著关联,1
南瓜尖,本地上海青,0,,,No,无显著关联,1
南瓜尖,本地小毛白菜,0,,,No,无显著关联,1
南瓜尖,本地黄心油菜,0,,,No,无显著关联,1
南瓜尖,杏鲍菇(250克),0,,,No,无显著关联,1
南瓜尖,杏鲍菇(份),0,,,No,无显著关联,1
南瓜尖,杏鲍菇(袋),2,,,No,无显著关联,1
南瓜尖,枝江红菜苔,0,,,No,无显著关联,1
南瓜尖,枝江红菜苔(份),0,,,No,无显著关联,1
南瓜尖,槐花,0,,,No,无显著关联,1
南瓜尖,水果辣椒,0,,,No,无显著关联,1
南瓜尖,水果辣椒(份),0,,,No,无显著关联,1
南瓜尖,水果辣椒(橙色),0,,,No,无显著关联,1
南瓜尖,油菜苔,0,,,No,无显著关联,1
南瓜尖,洪山菜苔,0,,,No,无显著关联,1
南瓜尖,洪山菜薹珍品手提袋,0,,,No,无显著关联,1
南瓜尖,洪山菜薹莲藕拼装礼盒,0,,,No,无显著关联,1
南瓜尖,洪湖莲藕(粉藕),0,,,No,无显著关联,1
南瓜尖,洪湖莲藕(脆藕),0,,,No,无显著关联,1
南瓜尖,活体银耳,0,,,No,无显著关联,1
南瓜尖,海鲜菇(份),0,,,No,无显著关联,1
南瓜尖,海鲜菇(包),0,,,No,无显著关联,1
南瓜尖,灯笼椒,1,,,No,无显著关联,1
南瓜尖,灯笼椒(份),0,,,No,无显著关联,1
南瓜尖,牛排菇,0,,,No,无显著关联,1
南瓜尖,牛排菇(盒),0,,,No,无显著关联,1
南瓜尖,牛首油菜,0,,,No,无显著关联,1
南瓜尖,牛首生菜,0,,,No,无显著关联,1
南瓜尖,猪肚菇(盒),0,,,No,无显著关联,1
南瓜尖,猴头菇,0,,,No,无显著关联,1
南瓜尖,甘蓝叶,0,,,No,无显著关联,1
南瓜尖,田七,2,,,No,无显著关联,1
南瓜尖,白玉菇,0,,,No,无显著关联,1
南瓜尖,白玉菇(盒),0,,,No,无显著关联,1
南瓜尖,白玉菇(袋),2,,,No,无显著关联,1
南瓜尖,白菜苔,0,,,No,无显著关联,1
南瓜尖,白蒿,0,,,No,无显著关联,1
南瓜尖,秀珍菇,0,,,No,无显著关联,1
南瓜尖,竹叶菜(份),0,,,No,无显著关联,1
南瓜尖,紫圆茄,0,,,No,无显著关联,1
南瓜尖,紫尖椒,0,,,No,无显著关联,1
南瓜尖,紫白菜,0,,,No,无显著关联,1
南瓜尖,紫苏,0,,,No,无显著关联,1
南瓜尖,紫苏(份),0,,,No,无显著关联,1
南瓜尖,紫螺丝椒,0,,,No,无显著关联,1
南瓜尖,紫贝菜,0,,,No,无显著关联,1
南瓜尖,红尖椒(份),0,,,No,无显著关联,1
南瓜尖,红杭椒(份),0,,,No,无显著关联,1
南瓜尖,红椒(份),0,,,No,无显著关联,1
南瓜尖,红橡叶,0,,,No,无显著关联,1
南瓜尖,红灯笼椒,1,,,No,无显著关联,1
南瓜尖,红灯笼椒(份),0,,,No,无显著关联,1
南瓜尖,红珊瑚(粗叶),0,,,No,无显著关联,1
南瓜尖,红线椒,2,,,No,无显著关联,1
南瓜尖,红莲藕带,0,,,No,无显著关联,1
南瓜尖,红薯尖(份),0,,,No,无显著关联,1
南瓜尖,组合椒系列,0,,,No,无显著关联,1
南瓜尖,绣球菌,0,,,No,无显著关联,1
南瓜尖,绣球菌(袋),0,,,No,无显著关联,1
南瓜尖,绿牛油,0,,,No,无显著关联,1
南瓜尖,艾蒿,0,,,No,无显著关联,1
南瓜尖,芝麻苋菜,0,,,No,无显著关联,1
南瓜尖,芥兰,0,,,No,无显著关联,1
南瓜尖,芥菜,0,,,No,无显著关联,1
南瓜尖,花茄子,0,,,No,无显著关联,1
南瓜尖,花菇(一人份),0,,,No,无显著关联,1
南瓜尖,苋菜(份),0,,,No,无显著关联,1
南瓜尖,茶树菇(袋),0,,,No,无显著关联,1
南瓜尖,茼蒿,0,,,No,无显著关联,1
南瓜尖,茼蒿(份),0,,,No,无显著关联,1
南瓜尖,荠菜,0,,,No,无显著关联,1
南瓜尖,荸荠,0,,,No,无显著关联,1
南瓜尖,荸荠(份),0,,,No,无显著关联,1
南瓜尖,莲蓬(个),0,,,No,无显著关联,1
南瓜尖,菊花油菜,0,,,No,无显著关联,1
南瓜尖,菌菇火锅套餐(份),0,,,No,无显著关联,1
南瓜尖,菌蔬四宝(份),0,,,No,无显著关联,1
南瓜尖,菜心(份),0,,,No,无显著关联,1
南瓜尖,菱角,1,,,No,无显著关联,1
南瓜尖,萝卜叶,0,,,No,无显著关联,1
南瓜尖,蒲公英,0,,,No,无显著关联,1
南瓜尖,蔡甸藜蒿,0,,,No,无显著关联,1
南瓜尖,蔡甸藜蒿(份),0,,,No,无显著关联,1
南瓜尖,薄荷叶,0,,,No,无显著关联,1
南瓜尖,藕尖,0,,,No,无显著关联,1
南瓜尖,虫草花(份),0,,,No,无显著关联,1
南瓜尖,虫草花(盒),0,,,No,无显著关联,1
南瓜尖,虫草花(袋),0,,,No,无显著关联,1
南瓜尖,蟹味菇,0,,,No,无显著关联,1
南瓜尖,蟹味菇(盒),0,,,No,无显著关联,1
南瓜尖,蟹味菇(袋),0,,,No,无显著关联,1
南瓜尖,蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
南瓜尖,襄甜红菜苔(袋),0,,,No,无显著关联,1
南瓜尖,西峡花菇,0,,,No,无显著关联,1
南瓜尖,西峡香菇(份),0,,,No,无显著关联,1
南瓜尖,豌豆尖,0,,,No,无显著关联,1
南瓜尖,赤松茸,0,,,No,无显著关联,1
南瓜尖,赤松茸(盒),0,,,No,无显著关联,1
南瓜尖,辣妹子,0,,,No,无显著关联,1
南瓜尖,野生粉藕,0,,,No,无显著关联,1
南瓜尖,野藕,0,,,No,无显著关联,1
南瓜尖,金针菇(份),0,,,No,无显著关联,1
南瓜尖,银耳(朵),0,,,No,无显著关联,1
南瓜尖,随州泡泡青,0,,,No,无显著关联,1
南瓜尖,青尖椒(份),0,,,No,无显著关联,1
南瓜尖,青杭椒,2,,,No,无显著关联,1
南瓜尖,青杭椒(份),0,,,No,无显著关联,1
南瓜尖,青红尖椒组合装(份),0,,,No,无显著关联,1
南瓜尖,青红杭椒组合装(份),0,,,No,无显著关联,1
南瓜尖,青线椒(份),0,,,No,无显著关联,1
南瓜尖,青菜苔,0,,,No,无显著关联,1
南瓜尖,面条菜,0,,,No,无显著关联,1
南瓜尖,马兰头,0,,,No,无显著关联,1
南瓜尖,马齿苋,0,,,No,无显著关联,1
南瓜尖,鱼腥草,0,,,No,无显著关联,1
南瓜尖,鱼腥草(份),0,,,No,无显著关联,1
南瓜尖,鲜木耳,0,,,No,无显著关联,1
南瓜尖,鲜木耳(份),0,,,No,无显著关联,1
南瓜尖,鲜粽叶,0,,,No,无显著关联,1
南瓜尖,鲜粽叶(袋),0,,,No,无显著关联,1
南瓜尖,鲜粽子叶,0,,,No,无显著关联,1
南瓜尖,鲜藕带(袋),0,,,No,无显著关联,1
南瓜尖,鸡枞菌,0,,,No,无显著关联,1
南瓜尖,鹿茸菇(盒),0,,,No,无显著关联,1
南瓜尖,黄花菜,0,,,No,无显著关联,1
南瓜尖,黑油菜,0,,,No,无显著关联,1
南瓜尖,黑牛肝菌,0,,,No,无显著关联,1
南瓜尖,黑牛肝菌(盒),0,,,No,无显著关联,1
南瓜尖,黑皮鸡枞菌,0,,,No,无显著关联,1
南瓜尖,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
南瓜尖,龙牙菜,0,,,No,无显著关联,1
双孢菇,双孢菇(份),0,,,No,无显著关联,1
双孢菇,双沟白菜,0,,,No,无显著关联,1
双孢菇,和丰阳光海鲜菇(包),0,,,No,无显著关联,1
双孢菇,外地茼蒿(份),0,,,No,无显著关联,1
双孢菇,大白菜秧,0,,,No,无显著关联,1
双孢菇,大芥兰,2,,,No,无显著关联,1
双孢菇,姜蒜小米椒组合装(小份),0,,,No,无显著关联,1
双孢菇,姬菇(份),0,,,No,无显著关联,1
双孢菇,小白菜(份),0,,,No,无显著关联,1
双孢菇,小青菜(份),0,,,No,无显著关联,1
双孢菇,快菜,0,,,No,无显著关联,1
双孢菇,春菜,0,,,No,无显著关联,1
双孢菇,木耳菜(份),0,,,No,无显著关联,1
双孢菇,本地小毛白菜,0,,,No,无显著关联,1
双孢菇,本地黄心油菜,0,,,No,无显著关联,1
双孢菇,杏鲍菇(份),0,,,No,无显著关联,1
双孢菇,枝江红菜苔(份),0,,,No,无显著关联,1
双孢菇,槐花,0,,,No,无显著关联,1
双孢菇,水果辣椒,0,,,No,无显著关联,1
双孢菇,水果辣椒(份),0,,,No,无显著关联,1
双孢菇,水果辣椒(橙色),0,,,No,无显著关联,1
双孢菇,洪山菜苔,0,,,No,无显著关联,1
双孢菇,洪山菜薹珍品手提袋,0,,,No,无显著关联,1
双孢菇,洪山菜薹莲藕拼装礼盒,0,,,No,无显著关联,1
双孢菇,洪湖莲藕(脆藕),0,,,No,无显著关联,1
双孢菇,活体银耳,0,,,No,无显著关联,1
双孢菇,海鲜菇(份),0,,,No,无显著关联,1
双孢菇,海鲜菇(包),0,,,No,无显著关联,1
双孢菇,灯笼椒(份),0,,,No,无显著关联,1
双孢菇,牛排菇(盒),0,,,No,无显著关联,1
双孢菇,猪肚菇(盒),0,,,No,无显著关联,1
双孢菇,猴头菇,1,,,No,无显著关联,1
双孢菇,甘蓝叶,0,,,No,无显著关联,1
双孢菇,白玉菇(盒),0,,,No,无显著关联,1
双孢菇,白蒿,0,,,No,无显著关联,1
双孢菇,竹叶菜(份),0,,,No,无显著关联,1
双孢菇,紫尖椒,0,,,No,无显著关联,1
双孢菇,紫苏(份),0,,,No,无显著关联,1
双孢菇,紫螺丝椒,0,,,No,无显著关联,1
双孢菇,红尖椒(份),0,,,No,无显著关联,1
双孢菇,红杭椒(份),0,,,No,无显著关联,1
双孢菇,红椒(份),0,,,No,无显著关联,1
双孢菇,红橡叶,0,,,No,无显著关联,1
双孢菇,红灯笼椒(份),0,,,No,无显著关联,1
双孢菇,红珊瑚(粗叶),0,,,No,无显著关联,1
双孢菇,红莲藕带,0,,,No,无显著关联,1
双孢菇,红薯尖(份),0,,,No,无显著关联,1
双孢菇,绣球菌,0,,,No,无显著关联,1
双孢菇,绣球菌(袋),0,,,No,无显著关联,1
双孢菇,绿牛油,0,,,No,无显著关联,1
双孢菇,艾蒿,0,,,No,无显著关联,1
双孢菇,芝麻苋菜,0,,,No,无显著关联,1
双孢菇,芥兰,1,,,No,无显著关联,1
双孢菇,花菇(一人份),0,,,No,无显著关联,1
双孢菇,苋菜(份),0,,,No,无显著关联,1
双孢菇,茶树菇(袋),0,,,No,无显著关联,1
双孢菇,茼蒿(份),0,,,No,无显著关联,1
双孢菇,荸荠(份),0,,,No,无显著关联,1
双孢菇,菌菇火锅套餐(份),0,,,No,无显著关联,1
双孢菇,菌蔬四宝(份),0,,,No,无显著关联,1
双孢菇,菜心(份),0,,,No,无显著关联,1
双孢菇,蒲公英,1,,,No,无显著关联,1
双孢菇,蔡甸藜蒿(份),0,,,No,无显著关联,1
双孢菇,藕尖,0,,,No,无显著关联,1
双孢菇,虫草花(份),0,,,No,无显著关联,1
双孢菇,虫草花(盒),1,,,No,无显著关联,1
双孢菇,蟹味菇(盒),0,,,No,无显著关联,1
双孢菇,蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
双孢菇,襄甜红菜苔(袋),0,,,No,无显著关联,1
双孢菇,西峡香菇(份),0,,,No,无显著关联,1
双孢菇,豌豆尖,2,,,No,无显著关联,1
双孢菇,赤松茸,0,,,No,无显著关联,1
双孢菇,赤松茸(盒),0,,,No,无显著关联,1
双孢菇,辣妹子,1,,,No,无显著关联,1
双孢菇,野藕,2,,,No,无显著关联,1
双孢菇,金针菇(份),0,,,No,无显著关联,1
双孢菇,青尖椒(份),0,,,No,无显著关联,1
双孢菇,青杭椒(份),0,,,No,无显著关联,1
双孢菇,青红尖椒组合装(份),0,,,No,无显著关联,1
双孢菇,青红杭椒组合装(份),0,,,No,无显著关联,1
双孢菇,青线椒(份),0,,,No,无显著关联,1
双孢菇,青菜苔,0,,,No,无显著关联,1
双孢菇,面条菜,1,,,No,无显著关联,1
双孢菇,马兰头,0,,,No,无显著关联,1
双孢菇,鱼腥草,0,,,No,无显著关联,1
双孢菇,鱼腥草(份),0,,,No,无显著关联,1
双孢菇,鲜木耳(份),0,,,No,无显著关联,1
双孢菇,鲜粽叶,0,,,No,无显著关联,1
双孢菇,鲜粽叶(袋),0,,,No,无显著关联,1
双孢菇,鸡枞菌,2,,,No,无显著关联,1
双孢菇,鹿茸菇(盒),0,,,No,无显著关联,1
双孢菇,黄花菜,1,,,No,无显著关联,1
双孢菇,黑油菜,1,,,No,无显著关联,1
双孢菇,黑牛肝菌,0,,,No,无显著关联,1
双孢菇,黑牛肝菌(盒),0,,,No,无显著关联,1
双孢菇,黑皮鸡枞菌(盒),0,,,No,无显著关联,1
双孢菇,龙牙菜,0,,,No,无显著关联,1
双孢菇(份),双沟白菜,0,,,No,无显著关联,1
双孢菇(份),和丰阳光海鲜菇(包),0,,,No,无显著关联,1
双孢菇(份),四川红香椿,0,,,No,无显著关联,1
双孢菇(份),圆茄子,1,,,No,无显著关联,1
双孢菇(份),外地茼蒿,1,,,No,无显著关联,1
双孢菇(份),外地茼蒿(份),0,,,No,无显著关联,1
双孢菇(份),大白菜秧,0,,,No,无显著关联,1
双孢菇(份),大芥兰,0,,,No,无显著关联,1
双孢菇(份),大龙茄子,0,,,No,无显著关联,1
双孢菇(份),奶白菜苗,0,,,No,无显著关联,1
双孢菇(份),姜蒜小米椒组合装(小份),2,,,No,无显著关联,1
双孢菇(份),姬菇,0,,,No,无显著关联,1
双孢菇(份),姬菇(包),1,,,No,无显著关联,1
双孢菇(份),小白菜,0,,,No,无显著关联,1
双孢菇(份),小白菜(份),1,,,No,无显著关联,1
双孢菇(份),小皱皮,0,,,No,无显著关联,1
双孢菇(份),小米椒,2,,,No,无显著关联,1
双孢菇(份),小青菜(份),2,,,No,无显著关联,1
双孢菇(份),平菇,2,,,No,无显著关联,1
双孢菇(份),快菜,0,,,No,无显著关联,1
双孢菇(份),春菜,0,,,No,无显著关联,1
双孢菇(份),木耳菜,1,,,No,无显著关联,1
双孢菇(份),木耳菜(份),0,,,No,无显著关联,1
双孢菇(份),本地上海青,0,,,No,无显著关联,1
双孢菇(份),本地小毛白菜,1,,,No,无显著关联,1
双孢菇(份),本地黄心油菜,1,,,No,无显著关联,1
双孢菇(份),杏鲍菇,2,,,No,无显著关联,1
双孢菇(份),杏鲍菇(250克),0,,,No,无显著关联,1
双孢菇(份),杏鲍菇(份),0,,,No,无显著关联,1
双孢菇(份),杏鲍菇(袋),0,,,No,无显著关联,1
双孢菇(份),枝江红菜苔(份),2,,,No,无显著关联,1
双孢菇(份),槐花,0,,,No,无显著关联,1
双孢菇(份),水果辣椒,0,,,No,无显著关联,1
双孢菇(份),水果辣椒(份),0,,,No,无显著关联,1
双孢菇(份),水果辣椒(橙色),0,,,No,无显著关联,1
双孢菇(份),油菜苔,0,,,No,无显著关联,1
双孢菇(份),洪山菜苔,0,,,No,无显著关联,1
双孢菇(份),洪山菜薹珍品手提袋,0,,,No,无显著关联,1
双孢菇(份),洪山菜薹莲藕拼装礼盒,0,,,No,无显著关联,1
双孢菇(份),洪湖莲藕(粉藕),2,,,No,无显著关联,1
双孢菇(份),洪湖莲藕(脆藕),0,,,No,无显著关联,1
双孢菇(份),洪湖藕带,0,,,No,无显著关联,1
双孢菇(份),活体银耳,0,,,No,无显著关联,1
双孢菇(份),海鲜菇,0,,,No,无显著关联,1
双孢菇(份),海鲜菇(包),0,,,No,无显著关联,1
双孢菇(份),灯笼椒,0,,,No,无显著关联,1
双孢菇(份),灯笼椒(份),0,,,No,无显著关联,1
双孢菇(份),牛排菇,0,,,No,无显著关联,1
双孢菇(份),牛排菇(盒),0,,,No,无显著关联,1
双孢菇(份),牛首油菜,2,,,No,无显著关联,1
双孢菇(份),牛首生菜,0,,,No,无显著关联,1
双孢菇(份),猪肚菇(盒),0,,,No,无显著关联,1
双孢菇(份),猴头菇,0,,,No,无显著关联,1
双孢菇(份),甘蓝叶,0,,,No,无显著关联,1
双孢菇(份),田七,0,,,No,无显著关联,1
双孢菇(份),白玉菇,0,,,No,无显著关联,1
双孢菇(份),白玉菇(盒),2,,,No,无显著关联,1
双孢菇(份),白玉菇(袋),2,,,No,无显著关联,1
双孢菇(份),白菜苔,2,,,No,无显著关联,1
双孢菇(份),白蒿,0,,,No,无显著关联,1
双孢菇(份),秀珍菇,0,,,No,无显著关联,1
双孢菇(份),竹叶菜(份),0,,,No,无显著关联,1
双孢菇(份),紫圆茄,0,,,No,无显著关联,1
双孢菇(份),紫尖椒,0,,,No,无显著关联,1
双孢菇(份),紫白菜,0,,,No,无显著关联,1
双孢菇(份),紫苏,0,,,No,无显著关联,1
双孢菇(份),紫苏(份),0,,,No,无显著关联,1
双孢菇(份),紫螺丝椒,0,,,No,无显著关联,1
双孢菇(份),紫贝菜,0,,,No,无显著关联,1
双孢菇(份),红尖椒,2,,,No,无显著关联,1
双孢菇(份),红尖椒(份),2,,,No,无显著关联,1
双孢菇(份),红杭椒,2,,,No,无显著关联,1
双孢菇(份),红椒(份),0,,,No,无显著关联,1
双孢菇(份),红橡叶,0,,,No,无显著关联,1
双孢菇(份),红灯笼椒,2,,,No,无显著关联,1
双孢菇(份),红灯笼椒(份),0,,,No,无显著关联,1
双孢菇(份),红珊瑚(粗叶),0,,,No,无显著关联,1
双孢菇(份),红线椒,0,,,No,无显著关联,1
双孢菇(份),红莲藕带,0,,,No,无显著关联,1
双孢菇(份),红薯尖(份),0,,,No,无显著关联,1
双孢菇(份),组合椒系列,0,,,No,无显著关联,1
双孢菇(份),绣球菌,0,,,No,无显著关联,1
双孢菇(份),绣球菌(袋),0,,,No,无显著关联,1
双孢菇(份),绿牛油,0,,,No,无显著关联,1
双孢菇(份),艾蒿,0,,,No,无显著关联,1
双孢菇(份),芝麻苋菜,0,,,No,无显著关联,1
双孢菇(份),芥兰,0,,,No,无显著关联,1
双孢菇(份),芥菜,0,,,No,无显著关联,1
双孢菇(份),花茄子,0,,,No,无显著关联,1
双孢菇(份),花菇(一人份),0,,,No,无显著关联,1
双孢菇(份),苋菜(份),0,,,No,无显著关联,1
双孢菇(份),茶树菇(袋),0,,,No,无显著关联,1
双孢菇(份),茼蒿,1,,,No,无显著关联,1
双孢菇(份),茼蒿(份),2,,,No,无显著关联,1
双孢菇(份),荠菜,0,,,No,无显著关联,1
双孢菇(份),荸荠,2,,,No,无显著关联,1
双孢菇(份),荸荠(份),0,,,No,无显著关联,1
双孢菇(份),莲蓬(个),1,,,No,无显著关联,1
双孢菇(份),菊花油菜,0,,,No,无显著关联,1
双孢菇(份),菌菇火锅套餐(份),0,,,No,无显著关联,1
双孢菇(份),菌蔬四宝(份),0,,,No,无显著关联,1
双孢菇(份),菱角,0,,,No,无显著关联,1
双孢菇(份),萝卜叶,1,,,No,无显著关联,1
双孢菇(份),蒲公英,0,,,No,无显著关联,1
双孢菇(份),蔡甸藜蒿,0,,,No,无显著关联,1
双孢菇(份),蔡甸藜蒿(份),0,,,No,无显著关联,1
双孢菇(份),薄荷叶,0,,,No,无显著关联,1
双孢菇(份),藕尖,0,,,No,无显著关联,1
双孢菇(份),虫草花,0,,,No,无显著关联,1
双孢菇(份),虫草花(盒),0,,,No,无显著关联,1
双孢菇(份),虫草花(袋),0,,,No,无显著关联,1
双孢菇(份),蟹味菇,0,,,No,无显著关联,1
双孢菇(份),蟹味菇(盒),2,,,No,无显著关联,1
双孢菇(份),蟹味菇(袋),0,,,No,无显著关联,1
双孢菇(份),蟹味菇与白玉菇双拼(盒),0,,,No,无显著关联,1
双孢菇(份),襄甜红菜苔(袋),0,,,No,无显著关联,1
双孢菇(份),西峡花菇,0,,,No,无显著关联,1
双孢菇(份),西峡香菇(份),1,,,No,无显著关联,1
双孢菇(份),豌豆尖,1,,,No,无显著关联,1
双孢菇(份),赤松茸,0,,,No,无显著关联,1
双孢菇(份),赤松茸(盒),0,,,No,无显著关联,1
双孢菇(份),辣妹子,0,,,No,无显著关联,1
双孢菇(份),野生粉藕,0,,,No,无显著关联,1
双孢菇(份),野藕,1,,,No,无显著关联,1
双孢菇(份),金针菇(份),0,,,No,无显著关联,1
双孢菇(份),银耳(朵),1,,,No,无显著关联,1
双孢菇(份),长线茄,2,,,No,无显著关联,1
双孢菇(份),随州泡泡青,1,,,No,无显著关联,1
双孢菇(份),青尖椒,2,,,No,无显著关联,1
双孢菇(份),青尖椒(份),2,,,No,无显著关联,1
双孢菇(份),青杭椒,0,,,No,无显著关联,1
双孢菇(份),青红尖椒组合装(份),0,,,No,无显著关联,1
双孢菇(份),青红杭椒组合装(份),2,,,No,无显著关联,1
双孢菇(份),青线椒,2,,,No,无显著关联,1
双孢菇(份),青菜苔,0,,,No,无显著关联,1
双孢菇(份),面条菜,0,,,No,无显著关联,1
双孢菇(份),马兰头,0,,,No,无显著关联,1
双孢菇(份),马齿苋,0,,,No,无显著关联,1
双孢菇(份),高瓜,2,,,No,无显著关联,1
双孢菇(份),鱼腥草,0,,,No,无显著关联,1
双孢菇(份),鱼腥草(份),2,,,No,无显著关联,1
双孢菇(份),鲜木耳,0,,,No,无显著关联,1
双孢菇(份),鲜木耳(份),1,,,No,无显著关联,1
双孢菇(份),鲜粽叶,0,,,No,无显著关联,1
双孢菇(份),鲜粽叶(袋),0,,,No,无显著关联,1
双孢菇(份),鲜粽子叶,0,,,No,无显著关联,1
双孢菇(份),鲜藕带(袋),0,,,No,无显著关联,1
双孢菇(份),鸡枞菌,0,,,No,无显著关联,1
双孢菇(份),鹿茸菇(盒),0,,,No,无显著关联,1
双孢菇(份),黄心菜,2,,,No,无显著关联,1
双孢菇(份),黄花菜,0,,,No,无显著关联,1
双孢菇(份),黑油菜,1,,,No,无显著关联,1
双孢菇(份),黑牛肝菌,0,,,No,无显著关联,1
双孢菇(份),黑牛肝菌(盒),0,,,No,无显著关联,1
双孢菇(份),黑皮鸡枞菌,0,,,No,无显著关联,1
双孢菇(份),黑皮鸡枞菌(盒),0,,,No,无显著关联,1
双孢菇(份),龙牙菜,1,,,No,无显著关联,1
双沟白菜,和丰阳光海鲜菇(包),0,,,No,无显著关联,1
双沟白菜,四川红香椿,0,,,No,无显著关联,1
双沟白菜,圆茄子,0,,,No,无显著关联,1
双沟白菜,外地茼蒿,1,,,No,无显著关联,1
双沟白菜,外地茼蒿(份),0,,,No,无显著关联,1
双沟白菜,大白菜秧,0,,,No,无显著关联,1
双沟白菜,大芥兰,0,,,No,无显著关联,1
双沟白菜,大龙茄子,0,,,No,无显著关联,1
双沟白菜,奶白菜苗,0,,,No,无显著关联,1
双沟白菜,姜蒜小米椒组合装(小份),0,,,No,无显著关联,1
双沟白菜,姬菇,0,,,No,无显著关联,1
双沟白菜,姬菇(份),0,,,No,无显著关联,1
双沟白菜,姬菇(包),0,,,No,无显著关联,1
双沟白菜,小白菜,2,,,No,无显著关联,1
双沟白菜,小白菜(份),0,,,No,无显著关联,1
双沟白菜,小皱皮,0,,,No,无显著关联,1
双沟白菜,小米椒,2,,,No,无显著关联,1
双沟白菜,小青菜,2,,,No,无显著关联,1
双沟白菜,小青菜(份),0,,,No,无显著关联,1
双沟白菜,平菇,1,,,No,无显著关联,1
双沟白菜,快菜,0,,,No,无显著关联,1
双沟白菜,春菜,0,,,No,无显著关联,1
双沟白菜,木耳菜,0,,,No,无显著关联,1
双沟白菜,木耳菜(份),0,,,No,无显著关联,1
双沟白菜,本地上海青,0,,,No,无显著关联,1
双沟白菜,本地小毛白菜,0,,,No,无显著关联,1
双沟白菜,本地黄心油菜,0,,,No,无显著关联,1
双沟白菜,杏鲍菇,0,,,No,无显著关联,1
双沟白菜,杏鲍菇(250克),0,,,No,无显著关联,1
双沟白菜,杏鲍菇(份),0,,,No,无显著关联,1
双沟白菜,杏鲍菇(袋),0,,,No,无显著关联,1
双沟白菜,枝江红菜苔,2,,,No,无显著关联,1
双沟白菜,枝江红菜苔(份),0,,,No,无显著关联,1
双沟白菜,槐花,0,,,No,无显著关联,1
双沟白菜,水果辣椒,0,,,No,无显著关联,1
双沟白菜,水果辣椒(份),0,,,No,无显著关联,1
双沟白菜,水果辣椒(橙色),0,,,No,无显著关联,1
双沟白菜,油菜苔,0,,,No,无显著关联,1
双沟白菜,洪山菜苔,0,,,No,无显著关联,1
双沟白菜,洪山菜薹珍品手提袋,0,,,No,无显著关联,1
双沟白菜,洪山菜薹莲藕拼装礼盒,0,,,No,无显著关联,1
双沟白菜,洪湖莲藕(粉藕),1,,,No,无显著关联,1
双沟白菜,洪湖莲藕(脆藕),0,,,No,无显著关联,1
双沟白菜,洪湖藕带,0,,,No,无显著关联,1
双沟白菜,活体银耳,0,,,No,无显著关联,1
双沟白菜,海鲜菇,0,,,No,无显著关联,1
双沟白菜,海鲜菇(份),0,,,No,无显著关联,1
双沟白菜,海鲜菇(包),2,,,No,无显著关联,1
双沟白菜,灯笼椒,0,,,No,无显著关联,1
双沟白菜,灯笼椒(份),0,,,No,无显著关联,1
双沟白菜,牛排菇,0,,,No,无显著关联,1
双沟白菜,牛排菇(盒),0,,,No,无显著关联,1
双沟白菜,牛首油菜,2,,,No,无显著关联,1
